episode,n_steps,duration_s,team_total_reward,team_reward_per_step,agent_0_total,agent_1_total,agent_2_total,agent_3_total
2634,500,0.0,-0.615,-0.00123,-0.19,-0.175,-0.075,-0.175
2635,500,0.0,3.21,0.00642,3.465,-0.035,-0.08,-0.14
2636,500,0.0,-0.49,-0.00098,-0.1,-0.135,-0.105,-0.15
2637,500,0.0,-1.55,-0.0031,-0.325,-0.18,-0.87,-0.175
2638,500,0.0,-0.55,-0.0011,-0.14,-0.095,-0.17,-0.145
2639,500,0.0,2.995,0.00599,3.58,-0.205,-0.13,-0.25
2640,500,0.0,-1.74,-0.00348,-0.0,-0.115,-0.09,-1.535
2641,500,0.0,3.0,0.006,3.81,-0.5,-0.06,-0.25
2642,500,0.0,3.645,0.00729,3.9,-0.085,-0.02,-0.15
2643,500,0.0,-0.32,-0.00064,-0.055,-0.115,-0.01,-0.14
2644,500,0.0,-1.67,-0.00334,-0.11,-0.03,-0.835,-0.695
2645,500,0.0,-0.645,-0.00129,0.065,-0.21,-0.205,-0.295
2646,500,0.0,-1.335,-0.00267,-0.625,-0.44,-0.13,-0.14
2647,500,0.0,2.245,0.00449,-0.08,3.035,-0.465,-0.245
2648,500,0.0,-1.135,-0.00227,-0.17,-0.61,-0.2,-0.155
2649,500,0.0,-0.3,-0.0006,-0.175,-0.08,0.11,-0.155
2650,500,0.0,-2.045,-0.00409,-0.345,-0.265,-0.72,-0.715
2651,500,0.0,-0.65,-0.0013,-0.135,-0.365,0.015,-0.165
2652,500,0.0,-2.09,-0.00418,0.06,-0.905,-0.25,-0.995
2653,500,0.0,6.99,0.01398,3.67,-0.155,3.815,-0.34
2654,500,0.0,-4.87,-0.00974,-0.065,-2.05,-0.41,-2.345
2655,500,0.0,-3.175,-0.00635,-0.31,-0.845,-1.625,-0.395
2656,500,0.0,-2.705,-0.00541,-0.64,-0.695,-0.905,-0.465
2657,500,0.0,-1.755,-0.00351,-0.155,-0.46,-0.34,-0.8
2658,500,0.0,-3.635,-0.00727,-0.81,-0.875,-1.045,-0.905
2659,500,0.0,-1.035,-0.00207,-0.135,-0.125,-0.08,-0.695
2660,500,0.0,-2.135,-0.00427,-0.4,-0.2,-1.0,-0.535
2661,500,0.0,-0.57,-0.00114,-0.175,-0.305,-0.065,-0.025
2662,500,0.0,-0.485,-0.00097,-0.235,-0.085,-0.115,-0.05
2663,500,0.0,2.54,0.00508,3.78,-0.27,-0.88,-0.09
2664,500,0.0,-0.5,-0.001,-0.175,-0.085,-0.105,-0.135
2665,500,0.0,-0.475,-0.00095,-0.285,-0.05,-0.08,-0.06
2666,500,0.0,1.575,0.00315,-0.175,-0.46,-0.585,2.795
2667,500,0.0,-0.575,-0.00115,-0.23,-0.255,-0.0,-0.09
2668,500,0.0,5.28,0.01056,2.295,3.795,-0.11,-0.7
2669,500,0.0,-2.125,-0.00425,-0.245,-0.15,-0.94,-0.79
2670,500,0.0,-1.08,-0.00216,-0.295,-0.74,-0.02,-0.025
2671,500,0.0,2.765,0.00553,-0.13,-0.08,3.08,-0.105
2672,500,0.0,-0.44,-0.00088,-0.17,0.005,-0.095,-0.18
2673,500,0.0,-0.445,-0.00089,0.015,-0.11,-0.23,-0.12
2674,500,0.0,3.295,0.00659,3.755,-0.285,-0.2,0.025
2675,500,0.0,-4.045,-0.00809,-1.325,0.01,-0.155,-2.575
2676,500,0.0,1.825,0.00365,-0.92,-0.11,-0.475,3.33
2677,500,0.0,-0.785,-0.00157,-0.23,-0.24,-0.31,-0.005
2678,500,0.0,-0.81,-0.00162,-0.34,-0.175,-0.185,-0.11
2679,500,0.0,7.22,0.01444,3.89,3.805,-0.255,-0.22
2680,500,0.0,-3.22,-0.00644,-0.36,-1.13,-0.085,-1.645
2681,500,0.0,-0.555,-0.00111,-0.23,-0.14,-0.125,-0.06
2682,500,0.0,-0.71,-0.00142,-0.2,-0.325,-0.11,-0.075
2683,500,0.0,-1.925,-0.00385,-0.98,-0.79,-0.135,-0.02
2684,500,0.0,6.44,0.01288,3.135,-0.325,-0.225,3.855
2685,500,0.0,-0.83,-0.00166,-0.585,0.04,-0.115,-0.17
2686,500,0.0,-1.235,-0.00247,-0.68,-0.155,-0.165,-0.235
2687,500,0.0,-0.95,-0.0019,-0.035,0.01,-0.2,-0.725
2688,500,0.0,-1.625,-0.00325,-0.25,-0.915,-0.43,-0.03
2689,500,0.0,-1.025,-0.00205,-0.03,-0.725,-0.365,0.095
2690,500,0.0,1.875,0.00375,2.62,-0.2,-0.39,-0.155
2691,500,0.0,-0.975,-0.00195,-0.505,-0.265,-0.135,-0.07
2692,500,0.0,2.69,0.00538,-0.065,0.035,-0.905,3.625
2693,500,0.0,-0.36,-0.00072,-0.115,-0.235,-0.14,0.13
2694,500,0.0,-0.34,-0.00068,-0.18,-0.02,-0.065,-0.075
2695,500,0.0,-1.075,-0.00215,-0.115,-0.05,-0.13,-0.78
2696,500,0.0,-0.405,-0.00081,-0.21,-0.03,-0.155,-0.01
2697,500,0.0,1.645,0.00329,-1.095,-0.44,-0.55,3.73
2698,500,0.0,-2.37,-0.00474,-0.455,-0.035,-1.865,-0.015
2699,500,0.0,-0.475,-0.00095,-0.125,-0.18,-0.1,-0.07
2700,500,0.0,3.765,0.00753,-0.285,0.065,4.16,-0.175
2701,500,0.0,-0.525,-0.00105,-0.255,-0.09,-0.12,-0.06
2702,500,0.0,-1.695,-0.00339,-1.025,-0.565,-0.205,0.1
2703,500,0.0,-1.24,-0.00248,-0.135,-0.05,-0.95,-0.105
2704,500,0.0,3.345,0.00669,-0.245,-0.05,3.76,-0.12
2705,500,0.0,-0.825,-0.00165,0.01,-0.5,-0.325,-0.01
2706,500,0.0,3.54,0.00708,-0.16,0.07,-0.015,3.645
2707,500,0.0,-0.29,-0.00058,-0.135,0.03,-0.12,-0.065
2708,500,0.0,-0.53,-0.00106,-0.24,-0.225,-0.105,0.04
2709,500,0.0,-3.315,-0.00663,-0.205,-1.28,-0.81,-1.02
2710,500,0.0,3.185,0.00637,3.285,-0.05,0.01,-0.06
2711,500,0.0,-0.45,-0.0009,-0.18,-0.08,-0.03,-0.16
2712,500,0.0,-0.585,-0.00117,-0.2,-0.11,-0.26,-0.015
2713,500,0.0,-0.39,-0.00078,-0.28,-0.0,-0.08,-0.03
2714,500,0.0,-1.02,-0.00204,-0.2,-0.135,-0.355,-0.33
2715,500,0.0,2.94,0.00588,3.875,0.03,-0.75,-0.215
2716,500,0.0,3.55,0.0071,3.76,-0.045,-0.115,-0.05
2717,500,0.0,-0.695,-0.00139,-0.765,0.045,0.005,0.02
2718,500,0.0,-1.505,-0.00301,-1.06,-0.21,-0.265,0.03
2719,500,0.0,-1.5,-0.003,-0.705,-0.275,-0.415,-0.105
2720,500,0.0,-1.8,-0.0036,-1.005,-0.07,-0.125,-0.6
2721,500,0.0,-0.07,-0.00014,-0.095,-0.12,0.035,0.11
2722,500,0.0,1.91,0.00382,3.735,-0.07,-0.895,-0.86
2723,500,0.0,-0.425,-0.00085,-0.145,-0.035,-0.085,-0.16
2724,500,0.0,-0.335,-0.00067,-0.06,-0.095,-0.145,-0.035
2725,500,0.0,-0.68,-0.00136,-0.125,-0.23,-0.085,-0.24
2726,500,0.0,-0.56,-0.00112,-0.31,0.07,-0.345,0.025
2727,500,0.0,-1.125,-0.00225,-0.865,0.06,-0.275,-0.045
2728,500,0.0,-1.63,-0.00326,-0.98,-0.215,-0.3,-0.135
2729,500,0.0,2.31,0.00462,3.46,-0.095,-0.045,-1.01
2730,500,0.0,-0.985,-0.00197,-0.26,-0.035,-0.435,-0.255
2731,500,0.0,-1.01,-0.00202,-0.235,-0.1,-0.455,-0.22
2732,500,0.0,-0.555,-0.00111,-0.355,-0.055,-0.085,-0.06
2733,500,0.0,-0.66,-0.00132,-0.385,0.01,-0.065,-0.22
2734,500,0.0,6.45,0.0129,3.565,3.815,-0.125,-0.805
2735,500,0.0,-0.945,-0.00189,-0.37,-0.355,-0.125,-0.095
2736,500,0.0,-2.195,-0.00439,-0.35,-1.67,-0.1,-0.075
2737,500,0.0,2.68,0.00536,-0.18,-0.33,4.01,-0.82
2738,500,0.0,1.97,0.00394,-0.25,-0.64,-1.08,3.94
2739,500,0.0,3.03,0.00606,-0.315,0.075,-0.315,3.585
2740,500,0.0,2.915,0.00583,3.045,-0.075,-0.02,-0.035
2741,500,0.0,-0.785,-0.00157,-0.225,-0.08,-0.12,-0.36
2742,500,0.0,2.055,0.00411,2.765,-0.375,-0.22,-0.115
2743,500,0.0,-0.935,-0.00187,-0.19,-0.435,-0.16,-0.15
2744,500,0.0,3.365,0.00673,-0.345,-0.075,-0.045,3.83
2745,500,0.0,0.705,0.00141,-0.39,3.545,-2.115,-0.335
2746,500,0.0,-0.135,-0.00027,-0.185,0.075,0.01,-0.035
2747,500,0.0,-1.01,-0.00202,-0.155,-0.705,0.035,-0.185
2748,500,0.0,2.365,0.00473,-0.285,-0.155,-1.1,3.905
2749,500,0.0,-1.245,-0.00249,-0.44,-0.17,-0.33,-0.305
2750,500,0.0,2.56,0.00512,-0.57,3.765,-0.51,-0.125
2751,500,0.0,-0.505,-0.00101,-0.145,-0.015,-0.225,-0.12
2752,500,0.0,2.0,0.004,3.76,-1.74,-0.045,0.025
2753,500,0.0,-0.595,-0.00119,-0.26,-0.04,-0.155,-0.14
2754,500,0.0,-1.74,-0.00348,-0.98,0.035,-0.05,-0.745
2755,500,0.0,-0.465,-0.00093,-0.14,-0.075,-0.05,-0.2
2756,500,0.0,-0.68,-0.00136,-0.23,-0.195,-0.225,-0.03
2757,500,0.0,-1.615,-0.00323,-0.955,-0.105,-0.365,-0.19
2758,500,0.0,-2.615,-0.00523,-0.26,-0.305,-1.375,-0.675
2759,500,0.0,-1.635,-0.00327,-0.96,0.1,-0.145,-0.63
2760,500,0.0,1.145,0.00229,2.575,-0.075,-0.065,-1.29
2761,500,0.0,-0.44,-0.00088,-0.24,-0.04,-0.215,0.055
2762,500,0.0,-0.155,-0.00031,-0.18,0.02,-0.135,0.14
2763,500,0.0,-1.38,-0.00276,-0.135,-0.215,-0.065,-0.965
2764,500,0.0,-0.46,-0.00092,-0.19,-0.045,-0.11,-0.115
2765,500,0.0,-0.825,-0.00165,-0.265,-0.15,-0.14,-0.27
2766,500,0.0,3.355,0.00671,-0.165,3.51,-0.0,0.01
2767,500,0.0,-3.135,-0.00627,-0.245,-0.72,-0.62,-1.55
2768,500,0.0,-0.53,-0.00106,-0.17,-0.25,-0.065,-0.045
2769,500,0.0,-0.77,-0.00154,-0.21,-0.39,-0.07,-0.1
2770,500,0.0,-0.925,-0.00185,-0.17,-0.305,-0.26,-0.19
2771,500,0.0,-0.95,-0.0019,-0.195,-0.095,-0.235,-0.425
2772,500,0.0,-1.815,-0.00363,-0.355,-0.07,-1.055,-0.335
2773,500,0.0,-0.34,-0.00068,-0.17,-0.005,-0.195,0.03
2774,500,0.0,2.655,0.00531,2.99,-0.025,-0.31,-0.0
2775,500,0.0,-2.345,-0.00469,-1.81,-0.155,-0.12,-0.26
2776,500,0.0,-0.91,-0.00182,-0.185,-0.395,-0.235,-0.095
2777,500,0.0,-1.16,-0.00232,-0.17,-0.08,-0.14,-0.77
2778,500,0.0,1.635,0.00327,-0.23,-0.505,-0.185,2.555
2779,500,0.0,-2.455,-0.00491,-0.205,-0.135,-1.655,-0.46
2780,500,0.0,2.53,0.00506,2.97,-0.22,-0.08,-0.14
2781,500,0.0,3.235,0.00647,-0.265,3.765,-0.03,-0.235
2782,500,0.0,-0.845,-0.00169,-0.13,-0.24,-0.185,-0.29
2783,500,0.0,-0.7,-0.0014,-0.105,-0.26,-0.435,0.1
2784,500,0.0,-1.005,-0.00201,-0.425,-0.675,0.105,-0.01
2785,500,0.0,1.23,0.00246,-0.105,2.965,-0.875,-0.755
2786,500,0.0,-0.41,-0.00082,-0.27,-0.035,-0.03,-0.075
2787,500,0.0,1.35,0.0027,3.545,-0.1,-1.57,-0.525
2788,500,0.0,-0.965,-0.00193,-0.2,-0.43,-0.085,-0.25
2789,500,0.0,-1.66,-0.00332,-0.225,0.125,-0.4,-1.16
2790,500,0.0,-2.695,-0.00539,-0.99,-0.635,-0.035,-1.035
2791,500,0.0,-3.17,-0.00634,-0.205,-0.295,-0.995,-1.675
2792,500,0.0,-3.91,-0.00782,-1.83,-1.14,-0.11,-0.83
2793,500,0.0,1.43,0.00286,2.93,-0.21,-0.995,-0.295
2794,500,0.0,2.25,0.0045,3.485,-0.45,-0.07,-0.715
2795,500,0.0,3.305,0.00661,3.56,-0.225,0.105,-0.135
2796,500,0.0,14.465,0.02893,7.735,-0.715,7.855,-0.41
2797,500,0.0,-1.19,-0.00238,-0.21,-0.43,-0.265,-0.285
2798,500,0.0,1.505,0.00301,-0.155,3.855,-0.87,-1.325
2799,500,0.0,5.29,0.01058,5.575,-0.055,-0.085,-0.145
2800,500,0.0,2.915,0.00583,3.705,-0.52,-0.03,-0.24
2801,500,0.0,0.47,0.00094,-0.465,2.425,-1.365,-0.125
2802,500,0.0,-0.38,-0.00076,-0.195,-0.025,0.03,-0.19
2803,500,0.0,-3.98,-0.00796,-1.885,-1.115,-0.005,-0.975
2804,500,0.0,-2.715,-0.00543,-1.31,-0.135,-0.825,-0.445
2805,500,0.0,-1.215,-0.00243,-0.22,-0.09,-0.785,-0.12
2806,500,0.0,-0.58,-0.00116,-0.17,-0.005,0.105,-0.51
2807,500,0.0,1.865,0.00373,3.28,-0.3,-1.01,-0.105
2808,500,0.0,-2.05,-0.0041,-0.915,-0.885,-0.025,-0.225
2809,500,0.0,-1.09,-0.00218,-0.14,-0.05,-0.165,-0.735
2810,500,0.0,-1.025,-0.00205,-0.29,-0.09,-0.295,-0.35
2811,500,0.0,2.87,0.00574,3.605,-0.035,-0.465,-0.235
2812,500,0.0,-0.435,-0.00087,-0.285,-0.03,-0.005,-0.115
2813,500,0.0,7.52,0.01504,3.88,3.82,-0.02,-0.16
2814,500,0.0,-2.575,-0.00515,-0.215,-1.745,-0.37,-0.245
2815,500,0.0,-1.485,-0.00297,-0.335,-0.165,-0.92,-0.065
2816,500,0.0,-0.725,-0.00145,-0.075,-0.24,-0.09,-0.32
2817,500,0.0,-1.215,-0.00243,-0.2,-0.075,-0.58,-0.36
2818,500,0.0,-1.3,-0.0026,-0.075,-1.2,-0.04,0.015
2819,500,0.0,-1.14,-0.00228,-0.13,-0.175,-0.08,-0.755
2820,500,0.0,-0.52,-0.00104,-0.19,-0.095,-0.185,-0.05
2821,500,0.0,-1.295,-0.00259,-0.19,-0.21,-0.83,-0.065
2822,500,0.0,-0.545,-0.00109,-0.09,-0.205,-0.115,-0.135
2823,500,0.0,-1.255,-0.00251,-0.21,-0.415,-0.245,-0.385
2824,500,0.0,-1.005,-0.00201,-0.18,-0.5,0.005,-0.33
2825,500,0.0,-0.61,-0.00122,-0.08,-0.23,-0.23,-0.07
2826,500,0.0,-4.875,-0.00975,-0.135,-3.285,-0.39,-1.065
2827,500,0.0,-1.965,-0.00393,-0.265,-0.15,-1.3,-0.25
2828,500,0.0,2.715,0.00543,-0.94,-0.12,-0.055,3.83
2829,500,0.0,3.515,0.00703,3.73,-0.105,0.08,-0.19
2830,500,0.0,1.97,0.00394,3.695,-0.14,-1.475,-0.11
2831,500,0.0,1.35,0.0027,3.36,-0.195,-0.75,-1.065
2832,500,0.0,3.55,0.0071,-0.185,3.9,-0.1,-0.065
2833,500,0.0,-1.38,-0.00276,-0.205,-0.155,-0.125,-0.895
2834,500,0.0,-1.925,-0.00385,-0.575,-0.37,-0.59,-0.39
2835,500,0.0,3.165,0.00633,3.445,-0.07,-0.01,-0.2
2836,500,0.0,-0.46,-0.00092,-0.25,-0.095,-0.01,-0.105
2837,500,0.0,-0.795,-0.00159,-0.315,-0.17,-0.115,-0.195
2838,500,0.0,2.585,0.00517,-0.315,-0.12,-0.75,3.77
2839,500,0.0,-2.385,-0.00477,-0.315,-1.76,-0.07,-0.24
2840,500,0.0,-1.555,-0.00311,-0.28,-0.885,-0.18,-0.21
2841,500,0.0,-1.455,-0.00291,-0.185,-0.19,-0.955,-0.125
2842,500,0.0,-1.115,-0.00223,-0.16,-0.92,0.11,-0.145
2843,500,0.0,-1.75,-0.0035,-0.31,-0.19,-1.2,-0.05
2844,500,0.0,-0.51,-0.00102,-0.205,-0.07,-0.135,-0.1
2845,500,0.0,3.465,0.00693,-0.15,3.82,0.08,-0.285
2846,500,0.0,-1.22,-0.00244,-0.24,-0.145,-0.685,-0.15
2847,500,0.0,2.37,0.00474,-0.27,-0.34,-0.795,3.775
2848,500,0.0,-1.685,-0.00337,-1.09,-0.11,-0.035,-0.45
2849,500,0.0,-1.895,-0.00379,-0.705,-0.86,-0.145,-0.185
2850,500,0.0,2.025,0.00405,-0.215,-0.24,-0.4,2.88
2851,500,0.0,-1.37,-0.00274,-0.3,-0.09,-0.41,-0.57
2852,500,0.0,-1.67,-0.00334,-0.3,-0.165,-0.12,-1.085
2853,500,0.0,2.185,0.00437,-0.275,2.97,-0.23,-0.28
2854,500,0.0,2.62,0.00524,3.415,-0.275,0.02,-0.54
2855,500,0.0,3.125,0.00625,3.455,-0.15,-0.085,-0.095
2856,500,0.0,2.01,0.00402,2.98,-0.135,-0.685,-0.15
2857,500,0.0,-1.505,-0.00301,-0.26,-0.13,-0.735,-0.38
2858,500,0.0,2.735,0.00547,3.55,-0.32,-0.22,-0.275
2859,500,0.0,-0.835,-0.00167,-0.455,-0.075,-0.015,-0.29
2860,500,0.0,-0.65,-0.0013,-0.195,-0.165,-0.155,-0.135
2861,500,0.0,-3.03,-0.00606,-0.995,-1.04,-0.67,-0.325
2862,500,0.0,3.515,0.00703,-0.175,-0.1,-0.07,3.86
2863,500,0.0,-0.605,-0.00121,-0.23,-0.1,-0.11,-0.165
2864,500,0.0,1.99,0.00398,3.535,-0.825,-0.65,-0.07
2865,500,0.0,-0.395,-0.00079,-0.2,0.01,-0.025,-0.18
2866,500,0.0,-2.105,-0.00421,-1.015,-0.525,-0.225,-0.34
2867,500,0.0,-1.515,-0.00303,-0.235,-0.195,-0.225,-0.86
2868,500,0.0,-1.645,-0.00329,-0.77,-0.4,-0.355,-0.12
2869,500,0.0,3.01,0.00602,-0.31,-0.25,-0.145,3.715
2870,500,0.0,-0.685,-0.00137,-0.165,-0.085,-0.21,-0.225
2871,500,0.0,-0.53,-0.00106,-0.085,-0.24,0.05,-0.255
2872,500,0.0,-2.24,-0.00448,-0.215,-0.27,-0.995,-0.76
2873,500,0.0,-0.39,-0.00078,-0.145,-0.155,-0.07,-0.02
2874,500,0.0,-0.565,-0.00113,-0.32,-0.145,-0.005,-0.095
2875,500,0.0,-0.535,-0.00107,-0.26,-0.115,-0.025,-0.135
2876,500,0.0,-0.59,-0.00118,-0.16,-0.245,0.02,-0.205
2877,500,0.0,-1.455,-0.00291,-0.15,-0.46,-0.185,-0.66
2878,500,0.0,-0.865,-0.00173,-0.165,-0.14,-0.405,-0.155
2879,500,0.0,-0.67,-0.00134,-0.145,-0.205,-0.06,-0.26
2880,500,0.0,-0.39,-0.00078,-0.175,-0.15,0.055,-0.12
2881,500,0.0,-0.98,-0.00196,-0.29,-0.255,-0.16,-0.275
2882,500,0.0,0.665,0.00133,3.005,-0.215,-1.995,-0.13
2883,500,0.0,-0.89,-0.00178,-0.22,-0.335,-0.07,-0.265
2884,500,0.0,-1.225,-0.00245,-0.3,-0.095,-0.705,-0.125
2885,500,0.0,-0.165,-0.00033,-0.045,-0.13,0.035,-0.025
2886,500,0.0,4.335,0.00867,3.78,-1.74,0.105,2.19
2887,500,0.0,-1.27,-0.00254,-0.065,-0.08,-0.215,-0.91
2888,500,0.0,3.71,0.00742,3.91,-0.115,-0.03,-0.055
2889,500,0.0,-2.0,-0.004,-0.215,-0.145,-0.805,-0.835
2890,500,0.0,-2.33,-0.00466,-2.15,0.005,-0.025,-0.16
2891,500,0.0,-0.465,-0.00093,-0.04,-0.225,-0.0,-0.2
2892,500,0.0,-0.36,-0.00072,-0.195,0.015,-0.09,-0.09
2893,500,0.0,-2.485,-0.00497,-0.515,-0.94,-0.13,-0.9
2894,500,0.0,2.775,0.00555,3.825,-0.1,-0.45,-0.5
2895,500,0.0,1.83,0.00366,3.335,-1.07,-0.27,-0.165
2896,500,0.0,2.57,0.00514,-0.4,-0.755,-0.08,3.805
2897,500,0.0,-1.8,-0.0036,-0.315,-0.02,-0.83,-0.635
2898,500,0.0,-1.455,-0.00291,-0.105,-0.16,-0.385,-0.805
2899,500,0.0,5.945,0.01189,-1.55,3.755,-0.08,3.82
2900,500,0.0,-0.16,-0.00032,0.005,-0.05,0.005,-0.12
2901,500,0.0,3.395,0.00679,-0.195,-0.07,-0.02,3.68
2902,500,0.0,-1.275,-0.00255,-0.195,-0.195,-0.155,-0.73
2903,500,0.0,-0.46,-0.00092,-0.145,-0.065,-0.075,-0.175
2904,500,0.0,3.64,0.00728,-0.11,-0.06,-0.025,3.835
2905,500,0.0,-1.17,-0.00234,-0.21,-0.345,-0.505,-0.11
2906,500,0.0,-1.63,-0.00326,-0.215,-1.045,-0.195,-0.175
2907,500,0.0,-0.35,-0.0007,-0.055,0.03,-0.025,-0.3
2908,500,0.0,1.81,0.00362,-1.5,3.815,-0.405,-0.1
2909,500,0.0,3.315,0.00663,3.685,-0.065,-0.265,-0.04
2910,500,0.0,3.655,0.00731,-0.005,-0.09,-0.095,3.845
2911,500,0.0,-0.245,-0.00049,0.065,-0.09,0.095,-0.315
2912,500,0.0,-1.135,-0.00227,-0.705,-0.195,-0.045,-0.19
2913,500,0.0,-1.85,-0.0037,-0.195,-0.145,-1.295,-0.215
2914,500,0.0,-0.515,-0.00103,-0.465,-0.0,0.095,-0.145
2915,500,0.0,-1.725,-0.00345,-0.205,-1.015,-0.0,-0.505
2916,500,0.0,-3.27,-0.00654,-1.31,-1.11,-0.48,-0.37
2917,500,0.0,-2.005,-0.00401,-0.38,-1.085,-0.35,-0.19
2918,500,0.0,-1.95,-0.0039,-0.18,-0.64,-0.24,-0.89
2919,500,0.0,3.31,0.00662,-0.01,-0.175,-0.065,3.56
2920,500,0.0,-2.295,-0.00459,-1.05,-0.225,-0.095,-0.925
2921,500,0.0,-0.315,-0.00063,-0.15,-0.115,0.01,-0.06
2922,500,0.0,-1.31,-0.00262,0.085,-0.315,-0.005,-1.075
2923,500,0.0,3.435,0.00687,-0.295,-0.06,-0.05,3.84
2924,500,0.0,-1.095,-0.00219,-0.34,-0.43,-0.21,-0.115
2925,500,0.0,-0.405,-0.00081,-0.02,-0.205,0.005,-0.185
2926,500,0.0,-1.08,-0.00216,-0.735,-0.14,0.015,-0.22
2927,500,0.0,-0.55,-0.0011,-0.23,-0.33,0.04,-0.03
2928,500,0.0,-1.935,-0.00387,-0.865,-0.19,-0.035,-0.845
2929,500,0.0,-3.65,-0.0073,-0.095,-1.22,-0.82,-1.515
2930,500,0.0,-0.62,-0.00124,-0.085,-0.05,-0.245,-0.24
2931,500,0.0,2.15,0.0043,3.68,-0.395,-0.945,-0.19
2932,500,0.0,-1.92,-0.00384,-0.235,-1.59,0.05,-0.145
2933,500,0.0,-0.525,-0.00105,-0.075,-0.11,-0.135,-0.205
2934,500,0.0,-0.135,-0.00027,0.09,-0.01,-0.03,-0.185
2935,500,0.0,-0.44,-0.00088,-0.075,-0.15,0.025,-0.24
2936,500,0.0,-1.96,-0.00392,0.005,-1.49,-0.225,-0.25
2937,500,0.0,-0.58,-0.00116,-0.27,-0.195,0.045,-0.16
2938,500,0.0,-1.355,-0.00271,-0.195,-0.205,-0.515,-0.44
2939,500,0.0,7.215,0.01443,3.67,-0.175,-0.17,3.89
2940,500,0.0,7.155,0.01431,3.85,-0.24,-0.275,3.82
2941,500,0.0,3.445,0.00689,3.72,-0.11,-0.015,-0.15
2942,500,0.0,1.875,0.00375,-1.695,3.745,0.07,-0.245
2943,500,0.0,2.625,0.00525,3.8,-0.25,-0.76,-0.165
2944,500,0.0,-0.67,-0.00134,-0.18,-0.28,-0.04,-0.17
2945,500,0.0,-3.095,-0.00619,-0.43,-1.43,0.16,-1.395
2946,500,0.0,1.745,0.00349,3.485,-0.025,-0.055,-1.66
2947,500,0.0,-0.465,-0.00093,-0.165,-0.175,-0.065,-0.06
2948,500,0.0,-1.32,-0.00264,-0.07,-0.215,-0.79,-0.245
2949,500,0.0,-1.29,-0.00258,-0.65,-0.195,-0.25,-0.195
2950,500,0.0,-1.72,-0.00344,-0.56,-0.635,-0.405,-0.12
2951,500,0.0,2.165,0.00433,-0.185,-0.075,-0.085,2.51
2952,500,0.0,-1.11,-0.00222,-0.26,-0.2,-0.155,-0.495
2953,500,0.0,-0.63,-0.00126,-0.085,-0.3,-0.18,-0.065
2954,500,0.0,-1.005,-0.00201,-0.73,-0.045,-0.11,-0.12
2955,500,0.0,-3.185,-0.00637,-0.95,-0.28,-1.645,-0.31
2956,500,0.0,2.53,0.00506,3.745,-0.995,-0.11,-0.11
2957,500,0.0,2.79,0.00558,3.78,-0.185,-0.735,-0.07
2958,500,0.0,3.45,0.0069,3.82,-0.115,-0.09,-0.165
2959,500,0.0,-0.855,-0.00171,-0.13,-0.21,-0.27,-0.245
2960,500,0.0,-2.325,-0.00465,-0.705,-0.56,-0.0,-1.06
2961,500,0.0,-1.865,-0.00373,-0.565,-0.145,-0.31,-0.845
2962,500,0.0,-0.785,-0.00157,-0.165,-0.19,-0.18,-0.25
2963,500,0.0,-0.53,-0.00106,-0.12,-0.17,-0.16,-0.08
2964,500,0.0,-4.01,-0.00802,-1.875,-0.205,-0.825,-1.105
2965,500,0.0,-1.015,-0.00203,0.03,-0.11,-0.845,-0.09
2966,500,0.0,-1.435,-0.00287,-0.9,-0.055,-0.345,-0.135
2967,500,0.0,-0.55,-0.0011,-0.185,-0.11,-0.13,-0.125
2968,500,0.0,-1.525,-0.00305,-0.155,-0.29,-0.04,-1.04
2969,500,0.0,3.125,0.00625,3.545,-0.085,-0.17,-0.165
2970,500,0.0,-0.405,-0.00081,0.05,-0.14,-0.26,-0.055
2971,500,0.0,-2.045,-0.00409,-0.24,-1.175,-0.48,-0.15
2972,500,0.0,-0.685,-0.00137,-0.225,-0.19,-0.095,-0.175
2973,500,0.0,-0.91,-0.00182,-0.17,-0.1,-0.075,-0.565
2974,500,0.0,6.385,0.01277,3.725,-0.92,3.745,-0.165
2975,500,0.0,-1.72,-0.00344,-0.145,-1.32,-0.2,-0.055
2976,500,0.0,-1.09,-0.00218,-0.12,-0.07,-0.74,-0.16
2977,500,0.0,-0.715,-0.00143,-0.26,-0.15,-0.16,-0.145
2978,500,0.0,-0.365,-0.00073,-0.04,-0.08,-0.09,-0.155
2979,500,0.0,3.31,0.00662,3.555,-0.045,-0.075,-0.125
2980,500,0.0,-2.165,-0.00433,-0.235,-0.03,-0.55,-1.35
2981,500,0.0,6.6,0.0132,3.34,-0.18,-0.075,3.515
2982,500,0.0,2.315,0.00463,2.535,-0.09,0.005,-0.135
2983,500,0.0,-3.31,-0.00662,-1.82,-0.335,-0.455,-0.7
2984,500,0.0,-1.905,-0.00381,-0.225,-0.105,-0.06,-1.515
2985,500,0.0,-0.9,-0.0018,-0.06,-0.445,-0.265,-0.13
2986,500,0.0,-1.675,-0.00335,-0.28,-0.14,-0.68,-0.575
2987,500,0.0,2.405,0.00481,2.73,-0.16,-0.08,-0.085
2988,500,0.0,3.5,0.007,3.73,-0.105,-0.035,-0.09
2989,500,0.0,2.215,0.00443,3.85,-1.58,0.04,-0.095
2990,500,0.0,-1.28,-0.00256,-0.14,-0.9,-0.06,-0.18
2991,500,0.0,3.075,0.00615,3.21,-0.11,-0.005,-0.02
2992,500,0.0,-2.035,-0.00407,-0.845,-0.225,-0.79,-0.175
